#: table_doi: 10.17182/hepdata.71527.v2/t69
#: name: Table 65
#: description: No description provided.
#: data_file: Table65.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.005638,0.001391,-0.001391,0.000364,-0.001003
0.495,0.005505,0.000533,-0.000533,0.00026,-0.00066
0.705,0.013887,0.000445,-0.000445,0.000242,-0.000565
0.885,0.026019,0.000443,-0.000443,0.000282,-0.000628
1.095,0.03685,0.00049,-0.00049,0.000261,-0.000574
1.275,0.049338,0.000581,-0.000581,0.000267,-0.00058
1.485,0.058616,0.00072,-0.00072,0.000117,-0.00025
1.695,0.067093,0.000928,-0.000928,0.000104,-0.000191
1.875,0.076629,0.00123,-0.00123,0.000108,-0.000206
2.085,0.081041,0.001579,-0.001579,0.000148,-0.000238
2.295,0.083566,0.002126,-0.002126,0.000328,-0.000265
2.475,0.086223,0.002952,-0.002952,0.001634,-0.000771
2.685,0.08739,0.004188,-0.004188,0.001349,-0.002861
2.955,0.090306,0.004855,-0.004855,0.000371,-0.000246
3.435,0.088792,0.009385,-0.009385,0.001805,-0.000831

