#: table_doi: 10.17182/hepdata.71527.v2/t362
#: name: Table 358
#: description: No description provided.
#: data_file: Table358.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.012284,0.001001,-0.001001,0.000229,-0.000223
0.5055,0.026856,0.000597,-0.000597,1.8e-05,-1.9e-05
0.7055,0.0446,0.000509,-0.000509,3.5e-05,-3.4e-05
0.9045,0.060943,0.000543,-0.000543,4.9e-05,-5.1e-05
1.1055,0.075844,0.00066,-0.00066,9.5e-05,-9.8e-05
1.2955,0.08729,0.000857,-0.000857,5.5e-05,-5.7e-05
1.5055,0.09662,0.001154,-0.001154,0.000115,-0.000111
1.7045,0.104787,0.001581,-0.001581,0.000549,-0.000523
1.9055,0.108056,0.002179,-0.002179,0.000145,-0.000153
2.1055,0.117038,0.003002,-0.003002,0.000144,-0.000153
2.3055,0.120009,0.004146,-0.004146,0.001197,-0.00128
2.5735,0.129502,0.004635,-0.004635,0.001482,-0.00137
3.1325,0.124308,0.00756,-0.00756,0.003455,-0.003134

