#: table_doi: 10.17182/hepdata.71527.v2/t354
#: name: Table 350
#: description: No description provided.
#: data_file: Table350.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.013828,0.000564,-0.000564,2.4e-05,-1.2e-05
0.495,0.02764,0.000361,-0.000361,8e-06,-6e-06
0.705,0.045808,0.000369,-0.000369,2.1e-05,-1.5e-05
0.885,0.060634,0.00044,-0.00044,3.9e-05,-2.4e-05
1.095,0.073738,0.000563,-0.000563,1.9e-05,-6e-06
1.275,0.084632,0.000749,-0.000749,1.8e-05,-9e-06
1.485,0.092869,0.001025,-0.001025,7.2e-05,-4e-05
1.695,0.097607,0.001421,-0.001421,0.000232,-0.000194
1.875,0.109287,0.00198,-0.00198,0.000352,-0.000365
2.085,0.109269,0.002842,-0.002842,0.000754,-0.000667
2.355,0.113533,0.003444,-0.003444,0.00077,-0.000605
2.805,0.121311,0.007256,-0.007256,0.003396,-0.003598
3.435,0.118028,0.021564,-0.021564,0.003967,-0.004202

