#: table_doi: 10.17182/hepdata.71527.v2/t277
#: name: Table 273
#: description: No description provided.
#: data_file: Table273.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3045,-0.000244,0.016287,-0.016287,0.011932,-0.00489
0.5055,0.021834,0.004634,-0.004634,0.003932,-0.001048
0.7055,0.043668,0.002976,-0.002976,0.00075,-0.001261
0.9055,0.07098,0.002632,-0.002632,0.000616,-0.001126
1.1055,0.095969,0.002736,-0.002736,0.00087,-0.000599
1.2955,0.125484,0.003106,-0.003106,0.000882,-0.00076
1.5055,0.154607,0.003724,-0.003724,0.001104,-0.001064
1.7055,0.184174,0.004629,-0.004629,0.001748,-0.001104
1.9055,0.209657,0.00591,-0.00591,0.003191,-0.003243
2.1055,0.229315,0.00775,-0.00775,0.002695,-0.001256
2.3055,0.237536,0.010307,-0.010307,0.002174,-0.002353
2.5745,0.257577,0.011201,-0.011201,0.003082,-0.001875
3.1215,0.31734,0.018037,-0.018037,0.013041,-0.013399

