#: table_doi: 10.17182/hepdata.71527.v2/t346
#: name: Table 342
#: description: No description provided.
#: data_file: Table342.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4935,0.013916,0.002318,-0.002318,0.00078,-0.000677
0.7055,0.027929,0.001389,-0.001389,0.000561,-0.000631
0.9045,0.045104,0.001138,-0.001138,0.000328,-0.000324
1.1055,0.061823,0.001109,-0.001109,0.000531,-0.000373
1.2955,0.078641,0.001202,-0.001202,0.000621,-0.000309
1.5055,0.098647,0.001396,-0.001396,0.000412,-0.00051
1.7055,0.108869,0.001729,-0.001729,0.000824,-0.000505
1.9045,0.124267,0.002207,-0.002207,0.000902,-0.000737
2.1055,0.127194,0.002934,-0.002934,0.001043,-0.001102
2.3055,0.141919,0.003956,-0.003956,0.000728,-0.000898
2.5055,0.144249,0.005429,-0.005429,0.001656,-0.001585
2.7865,0.153013,0.005587,-0.005587,0.001478,-0.001258
3.5195,0.159485,0.014889,-0.014889,0.003575,-0.003902

