#: table_doi: 10.17182/hepdata.71527.v2/t124
#: name: Table 120
#: description: No description provided.
#: data_file: Table120.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.016507,0.003269,-0.003269,0.000113,-0.000113
0.5055,0.030968,0.002036,-0.002036,6.1e-05,-6e-05
0.7055,0.052104,0.001799,-0.001799,0.00029,-0.000285
0.9045,0.064769,0.001986,-0.001986,5.9e-05,-6e-05
1.1055,0.081654,0.00248,-0.00248,0.000108,-0.000104
1.2955,0.092386,0.003326,-0.003326,0.00011,-0.000114
1.5055,0.105273,0.004651,-0.004651,0.000152,-0.000145
1.7045,0.113096,0.006638,-0.006638,0.002942,-0.003104
1.9055,0.125868,0.009737,-0.009737,0.002103,-0.002226
2.1055,0.137264,0.014103,-0.014103,0.001354,-0.001268
2.4305,0.118637,0.015527,-0.015527,0.0004,-0.000387

