#: table_doi: 10.17182/hepdata.71527.v2/t336
#: name: Table 332
#: description: No description provided.
#: data_file: Table332.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.349959,-0.00227,0.008282,-0.008282,0.003286,-0.003286
0.516156,0.009342,0.002727,-0.002727,0.000485,-0.000485
0.703589,0.01801,0.002159,-0.002159,0.000939,-0.000939
0.897042,0.034787,0.002175,-0.002175,0.001056,-0.001056
1.09333,0.056024,0.002485,-0.002485,0.001187,-0.001187
1.29118,0.069034,0.003029,-0.003029,0.000471,-0.000471
1.49003,0.079884,0.003883,-0.003883,0.000727,-0.000727
1.68959,0.097556,0.005199,-0.005199,0.00167,-0.00167
1.88966,0.113615,0.007383,-0.007383,0.001289,-0.001289
2.16023,0.111802,0.009321,-0.009321,0.004358,-0.004358
2.57829,0.147487,0.024527,-0.024527,0.009155,-0.009155

