#: table_doi: 10.17182/hepdata.71527.v2/t264
#: name: Table 260
#: description: No description provided.
#: data_file: Table260.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.021758,0.002976,-0.002976,8e-05,-8e-05
0.5055,0.039056,0.001966,-0.001966,8.2e-05,-8.1e-05
0.7055,0.069587,0.001788,-0.001788,0.000172,-0.000176
0.9055,0.092472,0.001987,-0.001987,0.000232,-0.000239
1.1055,0.113475,0.002465,-0.002465,0.000541,-0.00056
1.2955,0.130257,0.003238,-0.003238,0.00044,-0.00046
1.5055,0.145455,0.004379,-0.004379,0.001178,-0.001238
1.7055,0.156029,0.006038,-0.006038,0.001849,-0.00175
1.9055,0.174934,0.008355,-0.008355,0.001652,-0.001758
2.1725,0.181092,0.009381,-0.009381,0.001598,-0.001714
2.6505,0.189969,0.015427,-0.015427,0.000959,-0.00088

