#: table_doi: 10.17182/hepdata.71527.v2/t157
#: name: Table 153
#: description: No description provided.
#: data_file: Table153.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.013196,0.000718,-0.000718,1e-05,-5e-06
0.495,0.030213,0.000468,-0.000468,5e-05,-2.8e-05
0.705,0.050605,0.000487,-0.000487,5.8e-05,-2.9e-05
0.885,0.068941,0.000592,-0.000592,6e-06,-3e-06
1.095,0.085759,0.000764,-0.000764,1e-05,-1.8e-05
1.275,0.099765,0.001029,-0.001029,7.5e-05,-3.8e-05
1.485,0.111843,0.001429,-0.001429,7.9e-05,-4.3e-05
1.695,0.121981,0.001794,-0.001794,0.000261,-0.00025
1.875,0.126466,0.002974,-0.002974,0.000403,-0.000489
2.085,0.134673,0.004444,-0.004444,0.00038,-0.000397
2.355,0.140281,0.005426,-0.005426,0.000573,-0.000436
2.805,0.139083,0.010217,-0.010217,0.005373,-0.004318
3.435,0.243525,0.029579,-0.029579,0.022405,-0.01761

