#: table_doi: 10.17182/hepdata.71527.v2/t168
#: name: Table 164
#: description: No description provided.
#: data_file: Table164.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,3.4e-05,0.001523,-0.001523,0.000186,-0.000533
0.495,0.009661,0.000645,-0.000645,0.000788,-0.002032
0.705,0.024902,0.000545,-0.000545,0.000579,-0.001369
0.885,0.045832,0.000559,-0.000559,0.000638,-0.001448
1.095,0.069356,0.000635,-0.000635,0.000758,-0.001688
1.275,0.089784,0.000773,-0.000773,0.000731,-0.00161
1.485,0.112537,0.000977,-0.000977,0.000288,-0.000629
1.695,0.131383,0.001281,-0.001281,0.000408,-0.000883
1.875,0.14558,0.001591,-0.001591,0.000415,-0.000894
2.085,0.159333,0.002144,-0.002144,0.000344,-0.000738
2.295,0.173659,0.002901,-0.002901,0.00016,-0.000287
2.475,0.179558,0.004049,-0.004049,0.0002,-0.000423
2.685,0.186008,0.005713,-0.005713,0.000211,-0.000156
2.955,0.196745,0.00669,-0.00669,0.000419,-0.000886
3.435,0.199973,0.012929,-0.012929,0.000878,-0.001872

