#: table_doi: 10.17182/hepdata.71527.v2/t179
#: name: Table 175
#: description: No description provided.
#: data_file: Table175.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,-0.000423,0.007173,-0.007173,0.002554,-0.004228
0.5055,0.010674,0.001828,-0.001828,0.000324,-0.000395
0.7055,0.023205,0.001075,-0.001075,0.00059,-0.000705
0.9055,0.043735,0.00088,-0.00088,0.000272,-0.000432
1.1055,0.066264,0.000851,-0.000851,0.000249,-0.000706
1.2955,0.087613,0.000909,-0.000909,0.000149,-0.000328
1.5055,0.108021,0.001037,-0.001037,0.000333,-0.000557
1.7055,0.128161,0.001245,-0.001245,0.000262,-0.000408
1.9055,0.143685,0.001554,-0.001554,0.000358,-0.000409
2.1055,0.157875,0.001996,-0.001996,0.000379,-0.000619
2.3055,0.173456,0.002605,-0.002605,0.000643,-0.000716
2.5055,0.18066,0.003493,-0.003493,0.001222,-0.001478
2.7045,0.185253,0.004719,-0.004719,0.001355,-0.001602
3.0055,0.206215,0.005193,-0.005193,0.001621,-0.001456
3.4055,0.218508,0.009813,-0.009813,0.007159,-0.007283
3.9265,0.215866,0.016557,-0.016557,0.015255,-0.013665

