#: table_doi: 10.17182/hepdata.71527.v2/t84
#: name: Table 80
#: description: No description provided.
#: data_file: Table80.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.001048,0.001926,-0.001926,0.000399,-0.000798
0.495,0.000443,0.000786,-0.000786,0.000375,-0.000647
0.705,0.00784,0.000629,-0.000629,0.000372,-0.00086
0.885,0.017499,0.000614,-0.000614,0.000452,-0.000985
1.095,0.029677,0.000672,-0.000672,0.00057,-0.001249
1.275,0.042122,0.000795,-0.000795,0.000265,-0.000501
1.485,0.052129,0.000989,-0.000989,0.000472,-0.001016
1.695,0.060801,0.001295,-0.001295,0.000202,-0.000329
1.875,0.065899,0.001517,-0.001517,0.000465,-0.000649
2.085,0.071206,0.002033,-0.002033,0.000513,-0.000782
2.295,0.074742,0.002719,-0.002719,0.000437,-0.000456
2.475,0.084959,0.00378,-0.00378,0.001572,-0.000806
2.685,0.080727,0.005328,-0.005328,0.001438,-0.001176
2.955,0.09068,0.006099,-0.006099,0.000909,-0.001624
3.345,0.084871,0.012311,-0.012311,0.002799,-0.004972

