#: table_doi: 10.17182/hepdata.71527.v2/t295
#: name: Table 291
#: description: No description provided.
#: data_file: Table291.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.031187,0.000184,-0.000184,0.000403,-0.0002
0.495,0.063161,0.000225,-0.000225,1.8e-05,-3.6e-05
0.675,0.094552,0.000312,-0.000312,0.000161,-8.1e-05
0.885,0.122517,0.000445,-0.000445,3.7e-05,-1.9e-05
1.065,0.146542,0.000635,-0.000635,3e-06,-5e-06
1.275,0.166996,0.000898,-0.000898,1.2e-05,-1.3e-05
1.485,0.18207,0.001268,-0.001268,0.000238,-0.000201
1.665,0.192386,0.001535,-0.001535,0.000345,-0.001477
1.875,0.204243,0.002395,-0.002395,0.000223,-0.000159
2.085,0.208179,0.00316,-0.00316,0.00043,-0.000684
2.295,0.217274,0.004123,-0.004123,0.000943,-0.000617
2.475,0.229866,0.005371,-0.005371,0.000827,-0.000679
2.835,0.221771,0.005059,-0.005059,0.000781,-0.000642

