#: table_doi: 10.17182/hepdata.71527.v2/t324
#: name: Table 320
#: description: No description provided.
#: data_file: Table320.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.020229,0.000226,-0.000226,0.0,-0.0
0.495,0.038134,0.000283,-0.000283,2.1e-05,-1e-05
0.675,0.052558,0.000397,-0.000397,4.2e-05,-4e-05
0.885,0.066114,0.000578,-0.000578,0.0,-0.0
1.065,0.076089,0.000852,-0.000852,4e-06,-9e-06
1.275,0.084905,0.001252,-0.001252,3e-06,-6e-06
1.485,0.093152,0.001856,-0.001856,2.3e-05,-1.2e-05
1.665,0.094724,0.002777,-0.002777,9.6e-05,-0.000151
1.935,0.107344,0.003421,-0.003421,6.8e-05,-8e-05
2.355,0.108577,0.007021,-0.007021,0.000476,-0.000478
2.805,0.141732,0.013955,-0.013955,0.000574,-0.001009

