#: table_doi: 10.17182/hepdata.71527.v2/t253
#: name: Table 249
#: description: No description provided.
#: data_file: Table249.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.02738,0.000367,-0.000367,0.000124,-6.2e-05
0.495,0.055909,0.000464,-0.000464,8.1e-05,-4e-05
0.675,0.08312,0.00066,-0.00066,1e-06,-1e-06
0.885,0.10911,0.00097,-0.00097,2.2e-05,-1.2e-05
1.065,0.128273,0.001437,-0.001437,2.5e-05,-1.4e-05
1.275,0.146238,0.002116,-0.002116,6.6e-05,-0.000128
1.485,0.160045,0.003127,-0.003127,5.6e-05,-7.2e-05
1.665,0.173936,0.004563,-0.004563,0.000245,-0.00031
1.965,0.189074,0.005332,-0.005332,0.000131,-0.000177
2.355,0.19978,0.010627,-0.010627,0.003559,-0.009626
2.805,0.172843,0.019438,-0.019438,0.048204,-0.149265

