#: table_doi: 10.17182/hepdata.71527.v2/t98
#: name: Table 94
#: description: No description provided.
#: data_file: Table94.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.003324,0.00252,-0.00252,0.000306,-0.000302
0.495,-0.002719,0.00097,-0.00097,0.000318,-0.000818
0.705,0.004742,0.000755,-0.000755,0.000541,-0.001276
0.885,0.01689,0.000727,-0.000727,0.000511,-0.001158
1.095,0.028739,0.000784,-0.000784,0.000736,-0.001602
1.275,0.040991,0.000913,-0.000913,0.000495,-0.001087
1.485,0.05212,0.00111,-0.00111,0.000688,-0.001495
1.695,0.062563,0.001427,-0.001427,0.000715,-0.001262
1.875,0.072546,0.001658,-0.001658,0.000326,-0.000208
2.085,0.076714,0.002221,-0.002221,0.000568,-0.001164
2.295,0.081384,0.003002,-0.003002,0.000333,-0.000598
2.535,0.092351,0.003681,-0.003681,0.000477,-0.000872
3.045,0.083035,0.007825,-0.007825,0.002121,-0.002279

