#: table_doi: 10.17182/hepdata.71527.v2/t181
#: name: Table 177
#: description: No description provided.
#: data_file: Table177.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006256,0.000545,-0.000545,0.000171,-0.000394
0.495,0.016372,0.000205,-0.000205,0.000476,-0.001178
0.705,0.035174,0.000172,-0.000172,0.000569,-0.00128
0.885,0.058489,0.000173,-0.000173,0.000579,-0.001263
1.095,0.083716,0.000193,-0.000193,0.000543,-0.001167
1.275,0.107311,0.000229,-0.000229,0.000444,-0.000945
1.485,0.129351,0.000283,-0.000283,0.000421,-0.000891
1.695,0.148297,0.000363,-0.000363,0.000277,-0.000568
1.875,0.164633,0.000479,-0.000479,0.000229,-0.000473
2.085,0.176239,0.000594,-0.000594,0.000259,-0.000531
2.295,0.18757,0.000784,-0.000784,0.000127,-0.000261
2.475,0.195966,0.001068,-0.001068,0.000329,-0.000197
2.685,0.205624,0.001477,-0.001477,0.000206,-0.000103
2.955,0.212297,0.001651,-0.001651,0.000399,-0.000688
3.345,0.216848,0.00321,-0.00321,0.001331,-0.000811

