#: table_doi: 10.17182/hepdata.71527.v2/t389
#: name: Table 385
#: description: No description provided.
#: data_file: Table385.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4925,0.011729,0.00213,-0.00213,0.000575,-0.000982
0.7055,0.021776,0.001279,-0.001279,0.000609,-0.001368
0.9055,0.039113,0.001032,-0.001032,0.000284,-0.000328
1.1055,0.05928,0.000978,-0.000978,0.00024,-0.000364
1.2955,0.077655,0.001023,-0.001023,0.000416,-0.000288
1.5055,0.097361,0.00114,-0.00114,0.000273,-0.000691
1.7055,0.114456,0.001346,-0.001346,0.000185,-0.000376
1.9055,0.127578,0.001645,-0.001645,0.00062,-0.000509
2.1055,0.137968,0.002073,-0.002073,0.000658,-0.00054
2.3055,0.150677,0.00269,-0.00269,0.000874,-0.000874
2.5055,0.158405,0.003556,-0.003556,0.00117,-0.000945
2.7055,0.167271,0.004762,-0.004762,0.00293,-0.002308
3.0055,0.177953,0.005202,-0.005202,0.001193,-0.001114
3.5275,0.193741,0.008218,-0.008218,0.004497,-0.004054

