#: table_doi: 10.17182/hepdata.71527.v2/t143
#: name: Table 139
#: description: No description provided.
#: data_file: Table139.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.334361,0.01513,0.001457,-0.001457,0.000174,-0.000174
0.505751,0.029627,0.000855,-0.000855,0.000161,-0.000161
0.695383,0.049324,0.000875,-0.000875,0.000446,-0.000446
0.890839,0.066931,0.001078,-0.001078,0.000124,-0.000124
1.08865,0.081977,0.001451,-0.001451,0.000889,-0.000889
1.28791,0.099713,0.001997,-0.001997,0.000878,-0.000878
1.48837,0.109084,0.002863,-0.002863,0.001288,-0.001288
1.68968,0.119107,0.004542,-0.004542,0.000348,-0.000348
1.89108,0.126775,0.007504,-0.007504,0.002622,-0.002622
2.16708,0.153734,0.011034,-0.011034,0.003814,-0.003814
2.57463,0.147659,0.027493,-0.027493,0.001824,-0.001824

