#: table_doi: 10.17182/hepdata.71527.v2/t182
#: name: Table 178
#: description: No description provided.
#: data_file: Table178.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.003674,0.000926,-0.000926,0.000605,-0.001822
0.495,0.010673,0.000382,-0.000382,0.00045,-0.001128
0.705,0.026668,0.000316,-0.000316,0.000719,-0.001658
0.885,0.048699,0.000319,-0.000319,0.000809,-0.001801
1.095,0.073529,0.000359,-0.000359,0.000779,-0.001705
1.275,0.097254,0.000433,-0.000433,0.000737,-0.001596
1.485,0.118446,0.000545,-0.000545,0.000581,-0.001238
1.695,0.1377,0.000718,-0.000718,0.000348,-0.000729
1.875,0.154429,0.000866,-0.000866,0.000512,-0.001057
2.085,0.16567,0.001159,-0.001159,0.000281,-0.00058
2.295,0.177735,0.001558,-0.001558,0.000479,-0.000874
2.475,0.194259,0.002175,-0.002175,0.000943,-0.000641
2.685,0.197949,0.003081,-0.003081,0.000779,-0.001517
2.955,0.205333,0.003565,-0.003565,0.000219,-0.000449
3.345,0.221208,0.007277,-0.007277,0.002167,-0.001246

