#: table_doi: 10.17182/hepdata.71527.v2/t320
#: name: Table 316
#: description: No description provided.
#: data_file: Table316.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.012387,0.003287,-0.003287,0.000179,-0.000177
0.5055,0.023861,0.002022,-0.002022,0.000401,-0.000397
0.7055,0.044962,0.001779,-0.001779,6.6e-05,-6.5e-05
0.9055,0.051675,0.001958,-0.001958,0.000227,-0.000232
1.1055,0.071387,0.002443,-0.002443,4.4e-05,-4.5e-05
1.2955,0.077395,0.003281,-0.003281,0.000138,-0.000144
1.5055,0.086897,0.004598,-0.004598,0.000425,-0.000406
1.8125,0.08942,0.005077,-0.005077,0.000872,-0.00092
2.4385,0.092161,0.015442,-0.015442,0.000441,-0.000409

