#: table_doi: 10.17182/hepdata.71527.v2/t60
#: name: Table 56
#: description: No description provided.
#: data_file: Table56.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006017,0.001095,-0.001095,2.2e-05,-1.2e-05
0.495,0.014111,0.000689,-0.000689,1.4e-05,-9e-06
0.705,0.025407,0.000694,-0.000694,2.5e-05,-1.4e-05
0.885,0.034101,0.000822,-0.000822,2.7e-05,-1.4e-05
1.095,0.042217,0.001044,-0.001044,3e-06,-5e-06
1.275,0.047249,0.001385,-0.001385,1.3e-05,-2.6e-05
1.485,0.05151,0.001895,-0.001895,3.7e-05,-2.2e-05
1.695,0.049594,0.002613,-0.002613,0.00043,-0.00019
1.965,0.060753,0.002987,-0.002987,0.000495,-0.000551
2.355,0.060399,0.00644,-0.00644,0.001569,-0.002006
2.805,0.040936,0.013778,-0.013778,0.008087,-0.0087
3.465,-0.016594,0.030618,-0.030618,0.054238,-0.046442

