#: table_doi: 10.17182/hepdata.71527.v2/t74
#: name: Table 70
#: description: No description provided.
#: data_file: Table70.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.007169,0.000726,-0.000726,6.2e-05,-0.000113
0.495,0.015275,0.000454,-0.000454,5.1e-05,-2.7e-05
0.705,0.02583,0.000455,-0.000455,0.000102,-6.3e-05
0.885,0.0364,0.000536,-0.000536,5.9e-05,-4.5e-05
1.095,0.043094,0.000678,-0.000678,2e-05,-1.1e-05
1.275,0.05044,0.000883,-0.000883,5.7e-05,-3e-05
1.575,0.055387,0.000947,-0.000947,0.000126,-7.2e-05
1.965,0.064568,0.001808,-0.001808,7.3e-05,-7.8e-05
2.355,0.075638,0.003751,-0.003751,0.001091,-0.00121
2.805,0.063664,0.008323,-0.008323,0.003405,-0.002316

