#: table_doi: 10.17182/hepdata.71527.v2/t318
#: name: Table 314
#: description: No description provided.
#: data_file: Table314.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4935,0.019891,0.004237,-0.004237,0.001885,-0.004717
0.7055,0.027101,0.002601,-0.002601,0.000974,-0.001091
0.9045,0.043959,0.002176,-0.002176,0.000994,-0.000755
1.1045,0.058984,0.002166,-0.002166,0.000538,-0.000596
1.2955,0.073307,0.002423,-0.002423,0.000966,-0.000471
1.5055,0.091892,0.002891,-0.002891,0.00105,-0.000732
1.7775,0.104154,0.002895,-0.002895,0.000927,-0.000789
2.1735,0.121388,0.005296,-0.005296,0.001408,-0.001584
2.6305,0.140951,0.009233,-0.009233,0.002578,-0.002309

