#: table_doi: 10.17182/hepdata.71527.v2/t382
#: name: Table 378
#: description: No description provided.
#: data_file: Table378.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.013113,0.000244,-0.000244,1.9e-05,-1.3e-05
0.495,0.028033,0.000154,-0.000154,3.7e-05,-2.7e-05
0.705,0.04738,0.000154,-0.000154,3.5e-05,-2.2e-05
0.885,0.06504,0.00018,-0.00018,3.7e-05,-1.4e-05
1.095,0.07975,0.000225,-0.000225,9e-05,-1.2e-05
1.275,0.091952,0.000291,-0.000291,6.3e-05,-4e-05
1.485,0.101452,0.000387,-0.000387,9.7e-05,-0.000156
1.695,0.108697,0.000524,-0.000524,0.000116,-9.6e-05
1.875,0.114705,0.00072,-0.00072,0.000215,-0.000248
2.085,0.120665,0.001033,-0.001033,0.000448,-0.000476
2.265,0.121731,0.001514,-0.001514,0.000743,-0.000677
2.475,0.128768,0.002247,-0.002247,0.001641,-0.001614
2.685,0.123222,0.003349,-0.003349,0.000934,-0.001024
2.955,0.127912,0.00396,-0.00396,0.001254,-0.001305
3.345,0.134311,0.006368,-0.006368,0.002923,-0.003199

