#: table_doi: 10.17182/hepdata.71527.v2/t83
#: name: Table 79
#: description: No description provided.
#: data_file: Table79.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.000345,0.001072,-0.001072,0.000744,-0.000722
0.495,0.004297,0.000396,-0.000396,0.000655,-0.000602
0.705,0.011399,0.000325,-0.000325,0.000319,-0.00068
0.885,0.023144,0.000319,-0.000319,0.000381,-0.000646
1.095,0.036237,0.000348,-0.000348,0.000267,-0.000465
1.275,0.048719,0.000407,-0.000407,0.000296,-0.000481
1.485,0.059745,0.000499,-0.000499,0.000205,-0.000402
1.695,0.068802,0.000638,-0.000638,0.000164,-0.000333
1.875,0.076811,0.000843,-0.000843,0.000195,-0.000115
2.085,0.083479,0.001033,-0.001033,0.000181,-0.000301
2.295,0.08957,0.001365,-0.001365,0.00018,-9e-05
2.475,0.093359,0.001862,-0.001862,0.000496,-0.000253
2.685,0.092837,0.002573,-0.002573,0.000331,-0.000543
2.955,0.098528,0.002892,-0.002892,0.000166,-0.000186
3.345,0.099635,0.005639,-0.005639,0.000449,-0.000861

