#: table_doi: 10.17182/hepdata.71527.v2/t142
#: name: Table 138
#: description: No description provided.
#: data_file: Table138.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.298378,0.024881,0.000178,-0.000178,0.000472,-0.000472
0.491226,0.045486,0.000206,-0.000206,0.000558,-0.000558
0.687836,0.0643,0.000289,-0.000289,0.000612,-0.000612
0.885967,0.081322,0.000427,-0.000427,0.000519,-0.000519
1.08506,0.095948,0.000665,-0.000665,0.000608,-0.000608
1.28508,0.10721,0.000934,-0.000934,0.00053,-0.00053
1.48618,0.114072,0.001376,-0.001376,0.000967,-0.000967
1.68821,0.122654,0.002049,-0.002049,0.000706,-0.000706
1.89028,0.13157,0.003028,-0.003028,0.001948,-0.001948
2.16563,0.139833,0.003646,-0.003646,0.000629,-0.000629
2.58454,0.157178,0.00783,-0.00783,0.001753,-0.001753

