#: table_doi: 10.17182/hepdata.71527.v2/t375
#: name: Table 371
#: description: No description provided.
#: data_file: Table371.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.003223,0.006838,-0.006838,0.001525,-0.002582
0.5055,0.010038,0.001765,-0.001765,0.000708,-0.000567
0.7055,0.022238,0.001042,-0.001042,0.000327,-0.000559
0.9055,0.040383,0.000856,-0.000856,0.000328,-0.00061
1.1055,0.058137,0.000825,-0.000825,0.000256,-0.000197
1.2955,0.076407,0.00088,-0.00088,0.000325,-0.00022
1.5055,0.094749,0.001003,-0.001003,0.000337,-0.000502
1.7055,0.109501,0.001202,-0.001202,0.000297,-0.000417
1.9055,0.123703,0.001501,-0.001501,0.00042,-0.000246
2.1055,0.135494,0.00193,-0.00193,0.000517,-0.000473
2.3045,0.147246,0.002539,-0.002539,0.000857,-0.00053
2.5055,0.154064,0.003397,-0.003397,0.000931,-0.000869
2.7055,0.164572,0.004596,-0.004596,0.001309,-0.00136
3.0055,0.173615,0.005072,-0.005072,0.001452,-0.001864
3.4055,0.183838,0.009708,-0.009708,0.002947,-0.003344
3.9165,0.196968,0.016487,-0.016487,0.011881,-0.010754

