#: table_doi: 10.17182/hepdata.71527.v2/t66
#: name: Table 62
#: description: No description provided.
#: data_file: Table62.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4955,0.007223,0.003713,-0.003713,0.001668,-0.00156
0.7055,0.014698,0.00211,-0.00211,0.000864,-0.000668
0.9045,0.022683,0.001637,-0.001637,0.000733,-0.000641
1.1055,0.032988,0.001528,-0.001528,0.000446,-0.000575
1.2955,0.045202,0.001596,-0.001596,0.000778,-0.00067
1.5055,0.051231,0.00181,-0.00181,0.000557,-0.000511
1.7055,0.059095,0.002176,-0.002176,0.000763,-0.000752
1.9795,0.07513,0.00217,-0.00217,0.000438,-0.000752
2.3755,0.076842,0.003801,-0.003801,0.001666,-0.001079
2.8465,0.088469,0.005998,-0.005998,0.001521,-0.001571

