#: table_doi: 10.17182/hepdata.71527.v2/t338
#: name: Table 334
#: description: No description provided.
#: data_file: Table334.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.295297,0.021189,0.000178,-0.000178,0.000335,-0.000335
0.490673,0.039039,0.000206,-0.000206,0.000411,-0.000411
0.688767,0.055217,0.000288,-0.000288,0.000431,-0.000431
0.88776,0.070086,0.000425,-0.000425,0.000357,-0.000357
1.0872,0.081323,0.000661,-0.000661,0.000485,-0.000485
1.28694,0.092405,0.000929,-0.000929,0.000391,-0.000391
1.48696,0.096758,0.001369,-0.001369,0.000743,-0.000743
1.68726,0.104074,0.002044,-0.002044,0.000593,-0.000593
1.88782,0.109229,0.003063,-0.003063,0.001844,-0.001844
2.15582,0.118892,0.003698,-0.003698,0.000559,-0.000559
2.59647,0.120911,0.007694,-0.007694,0.002575,-0.002575

