#: table_doi: 10.17182/hepdata.71527.v2/t80
#: name: Table 76
#: description: No description provided.
#: data_file: Table76.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4955,0.004128,0.003086,-0.003086,0.001451,-0.001742
0.7055,0.011236,0.001694,-0.001694,0.000665,-0.001169
0.9055,0.021689,0.001282,-0.001282,0.000409,-0.000606
1.1055,0.031636,0.001173,-0.001173,0.000606,-0.000498
1.2955,0.041616,0.001208,-0.001208,0.000414,-0.000398
1.5055,0.056859,0.00135,-0.00135,0.000519,-0.000377
1.7045,0.065502,0.001596,-0.001596,0.000557,-0.000527
1.9055,0.074405,0.001986,-0.001986,0.00069,-0.000883
2.1055,0.079782,0.002576,-0.002576,0.000768,-0.000988
2.3055,0.084451,0.003376,-0.003376,0.001475,-0.001576
2.5755,0.091374,0.003629,-0.003629,0.002129,-0.001976
3.1285,0.088454,0.005691,-0.005691,0.00141,-0.001345

