#: table_doi: 10.17182/hepdata.71527.v2/t361
#: name: Table 357
#: description: No description provided.
#: data_file: Table357.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4925,0.013098,0.002846,-0.002846,0.000569,-0.000866
0.7055,0.020502,0.001759,-0.001759,0.000396,-0.001152
0.9045,0.037002,0.001451,-0.001451,0.000492,-0.000639
1.1055,0.053694,0.001411,-0.001411,0.000269,-0.000256
1.2955,0.075195,0.001516,-0.001516,0.000566,-0.000234
1.5055,0.087181,0.001741,-0.001741,0.000641,-0.000566
1.7055,0.103576,0.002109,-0.002109,0.000488,-0.00092
1.9045,0.115427,0.002638,-0.002638,0.000739,-0.000593
2.1055,0.127988,0.003458,-0.003458,0.001769,-0.001008
2.3055,0.135003,0.004581,-0.004581,0.001443,-0.001245
2.5735,0.144627,0.005013,-0.005013,0.002146,-0.002849
3.1185,0.151156,0.008236,-0.008236,0.00205,-0.002416

