#: table_doi: 10.17182/hepdata.71527.v2/t374
#: name: Table 370
#: description: No description provided.
#: data_file: Table370.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3045,0.011132,0.005226,-0.005226,0.001589,-0.003939
0.5055,0.01492,0.001265,-0.001265,0.000454,-0.000548
0.7055,0.029347,0.000722,-0.000722,0.000232,-0.00051
0.9055,0.04665,0.000578,-0.000578,0.00019,-0.000243
1.1055,0.06492,0.000549,-0.000549,0.000256,-0.000208
1.2955,0.082959,0.000579,-0.000579,0.000175,-0.000184
1.5055,0.101253,0.000657,-0.000657,0.000234,-0.000161
1.7055,0.116419,0.000786,-0.000786,0.00031,-0.000268
1.9045,0.130506,0.000981,-0.000981,0.000515,-0.000431
2.1055,0.144678,0.001262,-0.001262,0.000357,-0.00034
2.3055,0.151187,0.001652,-0.001652,0.00081,-0.00052
2.5055,0.161131,0.002201,-0.002201,0.00075,-0.000931
2.7045,0.165071,0.002937,-0.002937,0.001096,-0.001049
3.0055,0.173475,0.0032,-0.0032,0.000841,-0.000899
3.4055,0.17187,0.005939,-0.005939,0.003322,-0.003453
3.9295,0.177343,0.009799,-0.009799,0.005068,-0.004195

