#: table_doi: 10.17182/hepdata.71527.v2/t395
#: name: Table 391
#: description: No description provided.
#: data_file: Table391.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.011952,0.000364,-0.000364,3.7e-05,-2.4e-05
0.495,0.027544,0.000223,-0.000223,5.3e-05,-3.7e-05
0.705,0.047814,0.000221,-0.000221,8.3e-05,-6e-05
0.885,0.0669,0.000256,-0.000256,5.7e-05,-1.8e-05
1.095,0.082874,0.000316,-0.000316,0.000151,-1.5e-05
1.275,0.096843,0.000406,-0.000406,0.000178,-1.9e-05
1.485,0.107873,0.00054,-0.00054,9.6e-05,-9.3e-05
1.695,0.116527,0.000729,-0.000729,0.000118,-8.3e-05
1.875,0.125162,0.001005,-0.001005,0.000136,-9.3e-05
2.085,0.127785,0.001421,-0.001421,0.00046,-0.000457
2.295,0.132031,0.001827,-0.001827,0.000698,-0.000585
2.475,0.131966,0.002849,-0.002849,0.000913,-0.000918
2.685,0.133757,0.003842,-0.003842,0.001802,-0.001703
2.955,0.136496,0.004607,-0.004607,0.002392,-0.00223
3.345,0.151896,0.006457,-0.006457,0.000713,-0.000582

