#: table_doi: 10.17182/hepdata.71527.v2/t198
#: name: Table 194
#: description: No description provided.
#: data_file: Table194.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.024657,5.5e-05,-5.5e-05,0.001042,-0.000492
0.495,0.048824,6.6e-05,-6.6e-05,0.000102,-5.8e-05
0.675,0.07245,8.9e-05,-8.9e-05,2.7e-05,-1.5e-05
0.885,0.093343,0.000124,-0.000124,3.3e-05,-1.9e-05
1.065,0.111199,0.000174,-0.000174,3e-06,-3e-06
1.275,0.125826,0.000241,-0.000241,2.4e-05,-4.6e-05
1.485,0.137535,0.000339,-0.000339,9e-06,-6e-06
1.695,0.145903,0.000472,-0.000472,9e-06,-1.3e-05
1.875,0.153263,0.000648,-0.000648,0.00014,-0.000328
2.085,0.159387,0.00087,-0.00087,3e-05,-4.4e-05
2.295,0.161891,0.001142,-0.001142,0.000146,-0.00017
2.475,0.1649,0.001492,-0.001492,5.9e-05,-5.3e-05
2.685,0.164148,0.001946,-0.001946,0.000506,-0.000361
2.955,0.164993,0.00201,-0.00201,0.000443,-0.000337
3.495,0.163504,0.002928,-0.002928,0.000668,-0.000719

