#: table_doi: 10.17182/hepdata.71527.v2/t351
#: name: Table 347
#: description: No description provided.
#: data_file: Table347.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.021675,9.8e-05,-9.8e-05,0.0001,-5e-05
0.495,0.040813,0.000121,-0.000121,4.7e-05,-2.4e-05
0.675,0.058607,0.000169,-0.000169,4e-06,-2e-06
0.885,0.074643,0.000243,-0.000243,4e-06,-2e-06
1.065,0.087691,0.000353,-0.000353,8e-06,-6e-06
1.275,0.099187,0.000513,-0.000513,7e-06,-4e-06
1.485,0.107375,0.00075,-0.00075,2.2e-05,-1.4e-05
1.665,0.112568,0.001092,-0.001092,2.5e-05,-1.5e-05
1.875,0.117449,0.00155,-0.00155,6.7e-05,-0.000122
2.085,0.126703,0.002178,-0.002178,0.000158,-0.000129
2.355,0.127578,0.002491,-0.002491,0.000154,-0.000129
2.805,0.134613,0.004491,-0.004491,4.1e-05,-5.8e-05
3.435,0.143151,0.012078,-0.012078,0.000908,-0.001378

