#: table_doi: 10.17182/hepdata.71527.v2/t280
#: name: Table 276
#: description: No description provided.
#: data_file: Table276.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.011029,0.002545,-0.002545,0.001069,-0.000379
0.495,0.025673,0.001109,-0.001109,0.000649,-0.001592
0.705,0.0504,0.000989,-0.000989,0.000736,-0.00165
0.885,0.080205,0.001073,-0.001073,0.000462,-0.001
1.095,0.115991,0.001292,-0.001292,0.000758,-0.001575
1.275,0.143638,0.001646,-0.001646,0.000512,-0.000992
1.485,0.174016,0.00217,-0.00217,0.000389,-0.000823
1.695,0.205972,0.002985,-0.002985,0.000671,-0.001204
1.875,0.22776,0.003625,-0.003625,0.001024,-0.0018
2.085,0.253882,0.004934,-0.004934,0.000762,-0.001239
2.355,0.27293,0.00557,-0.00557,0.001558,-0.002449
2.805,0.298666,0.010389,-0.010389,0.002153,-0.0012

