#: table_doi: 10.17182/hepdata.71527.v2/t199
#: name: Table 195
#: description: No description provided.
#: data_file: Table195.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.013753,0.000381,-0.000381,8.6e-05,-4.9e-05
0.495,0.032028,0.000234,-0.000234,8.3e-05,-4.3e-05
0.705,0.055363,0.000233,-0.000233,4.5e-05,-9e-05
0.885,0.07793,0.000271,-0.000271,0.000397,-0.000204
1.095,0.096985,0.000334,-0.000334,7.6e-05,-3.8e-05
1.275,0.113642,0.000427,-0.000427,3.7e-05,-6.7e-05
1.485,0.127522,0.000565,-0.000565,8.9e-05,-0.000123
1.695,0.136508,0.000757,-0.000757,0.000126,-0.000218
1.875,0.145492,0.001039,-0.001039,0.000129,-0.000102
2.085,0.15104,0.001471,-0.001471,0.000204,-0.000186
2.295,0.15465,0.001913,-0.001913,0.000443,-0.000608
2.475,0.151516,0.002931,-0.002931,0.001309,-0.001217
2.685,0.158103,0.004062,-0.004062,0.000701,-0.000709
2.955,0.155772,0.003233,-0.003233,0.005541,-0.003073
3.465,0.149941,0.006043,-0.006043,0.007702,-0.009442

