#: table_doi: 10.17182/hepdata.71527.v2/t101
#: name: Table 97
#: description: No description provided.
#: data_file: Table97.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.002831,0.000727,-0.000727,5.7e-05,-2.8e-05
0.495,0.011437,0.000438,-0.000438,0.000372,-0.00019
0.705,0.024043,0.000428,-0.000428,0.000138,-8.4e-05
0.885,0.035912,0.00049,-0.00049,5.6e-05,-4e-05
1.095,0.045104,0.000599,-0.000599,3e-05,-2.1e-05
1.275,0.053887,0.000767,-0.000767,5.3e-05,-3.5e-05
1.485,0.060768,0.00102,-0.00102,4.2e-05,-5.4e-05
1.695,0.066007,0.001375,-0.001375,9.4e-05,-0.000114
1.875,0.074366,0.001909,-0.001909,0.00011,-0.000122
2.085,0.072163,0.002698,-0.002698,0.000482,-0.000525
2.355,0.073086,0.003165,-0.003165,0.001155,-0.000684
2.805,0.069681,0.005835,-0.005835,0.003074,-0.002929
3.465,0.094947,0.006062,-0.006062,0.016433,-0.027111

