#: table_doi: 10.17182/hepdata.71527.v2/t292
#: name: Table 288
#: description: No description provided.
#: data_file: Table288.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.020082,0.002448,-0.002448,0.000599,-0.00061
0.5055,0.043773,0.001589,-0.001589,0.000234,-0.000238
0.7055,0.071247,0.001419,-0.001419,0.000175,-0.000179
0.9055,0.098992,0.001537,-0.001537,7.1e-05,-6.9e-05
1.1055,0.119656,0.00185,-0.00185,0.000107,-0.000103
1.2955,0.141234,0.00235,-0.00235,0.000781,-0.000749
1.5055,0.154692,0.003078,-0.003078,0.000791,-0.000753
1.7055,0.163372,0.004108,-0.004108,0.002267,-0.00239
1.9055,0.178179,0.005498,-0.005498,0.000223,-0.000236
2.1055,0.198169,0.007289,-0.007289,0.000735,-0.00078
2.3045,0.190484,0.009633,-0.009633,0.004037,-0.003775
2.5055,0.219581,0.01278,-0.01278,0.001763,-0.00164
2.8005,0.206113,0.011795,-0.011795,0.002417,-0.002646
3.5785,0.236938,0.022581,-0.022581,0.003696,-0.004286

