#: table_doi: 10.17182/hepdata.71527.v2/t170
#: name: Table 166
#: description: No description provided.
#: data_file: Table166.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.023511,6.5e-05,-6.5e-05,0.0,-0.0
0.495,0.046407,7.9e-05,-7.9e-05,9.1e-05,-4.5e-05
0.675,0.068215,0.000109,-0.000109,8.8e-05,-4.4e-05
0.885,0.087193,0.000156,-0.000156,1.3e-05,-2e-05
1.065,0.103428,0.000224,-0.000224,2.6e-05,-5.3e-05
1.275,0.116498,0.00032,-0.00032,1e-06,-1e-06
1.485,0.12745,0.000452,-0.000452,1.1e-05,-7e-06
1.665,0.134928,0.000646,-0.000646,5e-06,-8e-06
1.875,0.141224,0.000918,-0.000918,1.7e-05,-3.1e-05
2.085,0.146375,0.001279,-0.001279,3.6e-05,-6.7e-05
2.355,0.151377,0.001425,-0.001425,8.6e-05,-0.000124
2.805,0.154863,0.002487,-0.002487,0.000797,-0.000853
3.465,0.158313,0.006083,-0.006083,0.010423,-0.006291

