#: table_doi: 10.17182/hepdata.71527.v2/t86
#: name: Table 82
#: description: No description provided.
#: data_file: Table82.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.011814,8e-05,-8e-05,0.000126,-6.3e-05
0.495,0.022982,9.4e-05,-9.4e-05,3e-05,-1.6e-05
0.675,0.03375,0.000127,-0.000127,1.1e-05,-6e-06
0.885,0.043269,0.000179,-0.000179,2e-06,-3e-06
1.065,0.051143,0.000252,-0.000252,0.0,-1e-06
1.275,0.057778,0.000356,-0.000356,2e-06,-4e-06
1.485,0.062984,0.000508,-0.000508,1.3e-05,-2e-05
1.665,0.066636,0.000718,-0.000718,0.000388,-0.000205
1.875,0.068884,0.000988,-0.000988,0.000105,-5.7e-05
2.085,0.070701,0.001322,-0.001322,0.000131,-0.000186
2.355,0.075887,0.001419,-0.001419,0.00035,-0.000686
2.805,0.079338,0.002264,-0.002264,0.001347,-0.000648
3.465,0.071032,0.005284,-0.005284,0.001322,-0.001055

