#: table_doi: 10.17182/hepdata.71527.v2/t144
#: name: Table 140
#: description: No description provided.
#: data_file: Table140.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.333991,0.016282,0.001085,-0.001085,0.000247,-0.000247
0.506346,0.033428,0.000629,-0.000629,0.000348,-0.000348
0.695941,0.053391,0.000634,-0.000634,0.000474,-0.000474
0.891361,0.070948,0.000767,-0.000767,0.000485,-0.000485
1.08912,0.085428,0.001018,-0.001018,0.000641,-0.000641
1.2883,0.096211,0.001378,-0.001378,0.000967,-0.000967
1.48862,0.110287,0.001894,-0.001894,0.001102,-0.001102
1.68979,0.117815,0.002753,-0.002753,0.000656,-0.000656
1.89116,0.124677,0.004235,-0.004235,0.000464,-0.000464
2.16813,0.129557,0.007412,-0.007412,0.001504,-0.001504
2.58966,0.120061,0.025746,-0.025746,0.001321,-0.001321

