#: table_doi: 10.17182/hepdata.71527.v2/t68
#: name: Table 64
#: description: No description provided.
#: data_file: Table64.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.003816,0.002302,-0.002302,8.2e-05,-7.9e-05
0.5055,0.01264,0.001281,-0.001281,1.6e-05,-1.6e-05
0.7055,0.02297,0.001052,-0.001052,9.7e-05,-9.5e-05
0.9055,0.032491,0.001104,-0.001104,7.8e-05,-7.9e-05
1.1055,0.041471,0.001334,-0.001334,0.000277,-0.000285
1.2955,0.048087,0.00173,-0.00173,0.000224,-0.000233
1.5045,0.054029,0.002334,-0.002334,0.000482,-0.000461
1.7055,0.057211,0.003205,-0.003205,0.000379,-0.00036
1.9045,0.056235,0.004425,-0.004425,0.000302,-0.00032
2.1725,0.067032,0.004956,-0.004956,0.000833,-0.000888
2.6235,0.072615,0.008434,-0.008434,0.005051,-0.00465

