#: table_doi: 10.17182/hepdata.71527.v2/t184
#: name: Table 180
#: description: No description provided.
#: data_file: Table180.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.023604,4.2e-05,-4.2e-05,9.3e-05,-4.7e-05
0.495,0.047427,5.1e-05,-5.1e-05,3.3e-05,-5.4e-05
0.675,0.070112,7e-05,-7e-05,8e-06,-4e-06
0.885,0.090011,9.8e-05,-9.8e-05,2e-05,-1.1e-05
1.065,0.106989,0.000139,-0.000139,1.2e-05,-6e-06
1.275,0.120903,0.000196,-0.000196,1e-06,-1e-06
1.485,0.132197,0.000278,-0.000278,1.9e-05,-1.2e-05
1.665,0.140385,0.000392,-0.000392,4.1e-05,-2.7e-05
1.875,0.146647,0.000542,-0.000542,8.4e-05,-0.000142
2.085,0.152065,0.000724,-0.000724,8.8e-05,-0.000108
2.295,0.151277,0.000959,-0.000959,0.000107,-8.9e-05
2.475,0.157466,0.001273,-0.001273,0.000251,-0.000429
2.835,0.158328,0.001223,-0.001223,0.000273,-0.000293
3.465,0.155246,0.002723,-0.002723,0.001214,-0.001011

