#: table_doi: 10.17182/hepdata.71527.v2/t278
#: name: Table 274
#: description: No description provided.
#: data_file: Table274.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.019528,0.001885,-0.001885,0.000218,-0.000216
0.5055,0.046585,0.00124,-0.00124,6.8e-05,-6.8e-05
0.7055,0.070768,0.001122,-0.001122,9e-06,-9e-06
0.9045,0.093355,0.001238,-0.001238,0.000221,-0.000227
1.1055,0.118778,0.001517,-0.001517,0.000187,-0.000181
1.2955,0.139193,0.001965,-0.001965,0.000536,-0.000559
1.5055,0.154715,0.002632,-0.002632,0.000372,-0.00039
1.7055,0.167521,0.003582,-0.003582,0.000308,-0.000293
1.9055,0.178672,0.004928,-0.004928,0.000249,-0.000238
2.1045,0.177015,0.006754,-0.006754,0.000989,-0.001046
2.3755,0.189684,0.007398,-0.007398,0.002013,-0.002149
2.8705,0.210457,0.011245,-0.011245,0.00914,-0.009981

