#: table_doi: 10.17182/hepdata.71527.v2/t178
#: name: Table 174
#: description: No description provided.
#: data_file: Table174.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.006257,0.005407,-0.005407,0.001626,-0.001895
0.5045,0.015837,0.001297,-0.001297,0.000452,-0.000415
0.7055,0.031875,0.000741,-0.000741,0.000251,-0.000509
0.9055,0.051765,0.000595,-0.000595,0.000185,-0.000316
1.1055,0.07451,0.000566,-0.000566,0.000245,-0.000323
1.2955,0.09687,0.000598,-0.000598,0.000267,-0.000262
1.5055,0.116932,0.000679,-0.000679,0.000293,-0.00031
1.7055,0.136041,0.00081,-0.00081,0.000303,-0.000447
1.9055,0.151906,0.001008,-0.001008,0.00023,-0.000237
2.1055,0.16973,0.001283,-0.001283,0.000303,-0.000257
2.3045,0.178275,0.001674,-0.001674,0.000331,-0.000371
2.5055,0.187589,0.002227,-0.002227,0.000714,-0.000544
2.7045,0.19295,0.002956,-0.002956,0.000831,-0.000831
3.0055,0.200751,0.003222,-0.003222,0.000865,-0.000752
3.4055,0.21321,0.005978,-0.005978,0.004265,-0.0045
3.9455,0.225132,0.009639,-0.009639,0.003806,-0.004022

