#: table_doi: 10.17182/hepdata.71527.v2/t139
#: name: Table 135
#: description: No description provided.
#: data_file: Table135.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.34712,0.007621,0.001811,-0.001811,0.00202,-0.00202
0.515889,0.020309,0.000604,-0.000604,0.000628,-0.000628
0.702626,0.038699,0.000491,-0.000491,0.000488,-0.000488
0.896969,0.060902,0.0005,-0.0005,0.000536,-0.000536
1.09389,0.085437,0.000573,-0.000573,0.000929,-0.000929
1.29198,0.105293,0.000697,-0.000697,0.000548,-0.000548
1.49071,0.123931,0.000886,-0.000886,0.000868,-0.000868
1.68985,0.142986,0.001169,-0.001169,0.001345,-0.001345
1.88927,0.155597,0.001625,-0.001625,0.001298,-0.001298
2.156,0.169599,0.002003,-0.002003,0.001143,-0.001143
2.59464,0.185148,0.005207,-0.005207,0.003029,-0.003029

