#: table_doi: 10.17182/hepdata.71527.v2/t122
#: name: Table 118
#: description: No description provided.
#: data_file: Table118.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4935,0.019678,0.004171,-0.004171,0.001887,-0.002936
0.7055,0.033221,0.002575,-0.002575,0.000632,-0.000703
0.9055,0.055169,0.002181,-0.002181,0.000673,-0.000584
1.1055,0.073208,0.002182,-0.002182,0.000498,-0.000538
1.2955,0.092405,0.002433,-0.002433,0.000637,-0.000459
1.5055,0.113403,0.002918,-0.002918,0.000829,-0.0007
1.7055,0.124488,0.003688,-0.003688,0.00109,-0.001092
1.9045,0.142123,0.004845,-0.004845,0.001744,-0.001168
2.1055,0.153032,0.006556,-0.006556,0.001736,-0.002543
2.3715,0.15677,0.007389,-0.007389,0.001324,-0.001305
2.8235,0.164014,0.013176,-0.013176,0.007103,-0.003016

