#: table_doi: 10.17182/hepdata.71527.v2/t339
#: name: Table 335
#: description: No description provided.
#: data_file: Table335.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.332933,0.013603,0.001443,-0.001443,0.000389,-0.000389
0.505902,0.025919,0.000843,-0.000843,0.000331,-0.000331
0.695388,0.040692,0.00086,-0.00086,0.000156,-0.000156
0.890831,0.056887,0.001056,-0.001056,0.000257,-0.000257
1.08869,0.068445,0.001418,-0.001418,0.000327,-0.000327
1.28803,0.080784,0.001956,-0.001956,0.000716,-0.000716
1.48851,0.091594,0.002814,-0.002814,0.001698,-0.001698
1.68964,0.099317,0.004466,-0.004466,0.000662,-0.000662
1.89064,0.097735,0.00742,-0.00742,0.000505,-0.000505
2.16203,0.109567,0.010801,-0.010801,0.001707,-0.001707
2.55108,0.126268,0.02613,-0.02613,0.001653,-0.001653

