#: table_doi: 10.17182/hepdata.71527.v2/t323
#: name: Table 319
#: description: No description provided.
#: data_file: Table319.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.023358,0.000219,-0.000219,0.0,-0.0
0.495,0.040282,0.000279,-0.000279,4.5e-05,-2.2e-05
0.675,0.055344,0.000394,-0.000394,5.1e-05,-2.5e-05
0.885,0.071466,0.000576,-0.000576,0.0,-0.0
1.065,0.080887,0.000854,-0.000854,1e-06,0.0
1.275,0.090569,0.001259,-0.001259,5e-06,-1e-05
1.485,0.097747,0.00187,-0.00187,7e-06,-1e-05
1.665,0.102013,0.002792,-0.002792,6e-06,-6e-06
1.935,0.105191,0.003408,-0.003408,9.5e-05,-8.5e-05
2.325,0.096336,0.007229,-0.007229,0.000151,-0.000149
2.805,0.116218,0.014511,-0.014511,0.000497,-0.000504

