#: table_doi: 10.17182/hepdata.71527.v2/t85
#: name: Table 81
#: description: No description provided.
#: data_file: Table81.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.014744,7.9e-05,-7.9e-05,0.000107,-5.4e-05
0.495,0.024952,9.4e-05,-9.4e-05,9e-06,-5e-06
0.675,0.035193,0.000128,-0.000128,1.5e-05,-8e-06
0.885,0.044492,0.00018,-0.00018,3e-06,-6e-06
1.065,0.051526,0.000256,-0.000256,2e-06,-1e-06
1.275,0.057239,0.000363,-0.000363,0.000806,-0.001614
1.485,0.062441,0.00052,-0.00052,0.0002,-0.000102
1.665,0.066568,0.000741,-0.000741,4.9e-05,-4.9e-05
1.875,0.068016,0.001021,-0.001021,0.000178,-0.000163
2.085,0.069639,0.001387,-0.001387,0.000103,-0.000152
2.355,0.072614,0.001506,-0.001506,0.000469,-0.000266
2.805,0.070627,0.002489,-0.002489,0.000905,-0.000943
3.465,0.061934,0.005785,-0.005785,0.002086,-0.003848

