#: table_doi: 10.17182/hepdata.71527.v2/t55
#: name: Table 51
#: description: No description provided.
#: data_file: Table51.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,-0.002694,0.001893,-0.001893,0.001201,-0.000617
0.495,0.005961,0.000728,-0.000728,0.000376,-0.000287
0.705,0.013904,0.00061,-0.00061,0.000208,-0.000416
0.885,0.02562,0.000612,-0.000612,0.00013,-0.00027
1.095,0.036874,0.000684,-0.000684,0.000141,-0.000286
1.275,0.048664,0.00082,-0.00082,0.000198,-0.000204
1.485,0.05659,0.001031,-0.001031,0.000111,-0.000102
1.695,0.064166,0.001353,-0.001353,0.000211,-0.000248
1.875,0.071147,0.001839,-0.001839,0.000703,-0.001476
2.085,0.073931,0.002347,-0.002347,0.000527,-0.000426
2.295,0.079297,0.003201,-0.003201,0.000516,-0.000672
2.535,0.086171,0.003751,-0.003751,0.000391,-0.000324
3.045,0.086505,0.00726,-0.00726,0.003018,-0.001812

