#: table_doi: 10.17182/hepdata.71527.v2/t164
#: name: Table 160
#: description: No description provided.
#: data_file: Table160.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.009697,0.006756,-0.006756,0.004869,-0.004449
0.5055,0.017121,0.001677,-0.001677,0.000787,-0.001387
0.7055,0.031687,0.000975,-0.000975,0.000342,-0.000471
0.9045,0.051991,0.000792,-0.000792,0.000608,-0.000285
1.1055,0.076093,0.000769,-0.000769,0.000181,-0.000204
1.2955,0.096957,0.000821,-0.000821,0.000231,-0.000421
1.5055,0.118045,0.000945,-0.000945,0.000307,-0.000184
1.7055,0.135079,0.001144,-0.001144,0.000582,-0.000344
1.9055,0.150525,0.001444,-0.001444,0.000469,-0.000536
2.1055,0.164335,0.001871,-0.001871,0.00053,-0.000714
2.3055,0.175219,0.002457,-0.002457,0.001166,-0.001121
2.5055,0.18865,0.003314,-0.003314,0.001191,-0.001063
2.7055,0.195928,0.004479,-0.004479,0.001268,-0.001351
3.0055,0.199138,0.004936,-0.004936,0.001488,-0.001547
3.4055,0.216415,0.009419,-0.009419,0.002596,-0.00345
3.9195,0.192237,0.015676,-0.015676,0.010405,-0.011542

