#: table_doi: 10.17182/hepdata.71527.v2/t193
#: name: Table 189
#: description: No description provided.
#: data_file: Table189.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3045,0.003849,0.008967,-0.008967,0.005252,-0.005204
0.5055,0.009622,0.002253,-0.002253,0.000937,-0.00119
0.7055,0.024228,0.001303,-0.001303,0.000291,-0.000843
0.9055,0.042602,0.001051,-0.001051,0.000259,-0.000481
1.1055,0.066987,0.000997,-0.000997,0.00023,-0.0003
1.2955,0.08865,0.001046,-0.001046,0.000306,-0.000565
1.5045,0.111744,0.00117,-0.00117,0.000336,-0.000294
1.7045,0.130927,0.001375,-0.001375,0.00024,-0.000591
1.9055,0.149624,0.001687,-0.001687,0.000403,-0.000567
2.1045,0.162843,0.002123,-0.002123,0.000937,-0.000959
2.3055,0.175381,0.00276,-0.00276,0.000668,-0.000807
2.5055,0.183874,0.003628,-0.003628,0.001489,-0.00166
2.7045,0.191002,0.004836,-0.004836,0.003647,-0.003783
3.0055,0.205023,0.005274,-0.005274,0.001634,-0.001501
3.4055,0.212112,0.009637,-0.009637,0.004081,-0.003585
3.9305,0.222544,0.015721,-0.015721,0.009009,-0.010259

