#: table_doi: 10.17182/hepdata.71527.v2/t97
#: name: Table 93
#: description: No description provided.
#: data_file: Table93.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.001306,0.001772,-0.001772,0.001104,-0.000384
0.495,0.001846,0.000604,-0.000604,0.000556,-0.001421
0.705,0.009075,0.000481,-0.000481,0.000655,-0.00153
0.885,0.019519,0.000465,-0.000465,0.000698,-0.001564
1.095,0.032765,0.0005,-0.0005,0.000491,-0.001073
1.275,0.046779,0.000579,-0.000579,0.000604,-0.001312
1.485,0.05945,0.0007,-0.0007,0.00041,-0.000877
1.695,0.069809,0.000888,-0.000888,0.000438,-0.000915
1.875,0.078411,0.001179,-0.001179,0.000662,-0.001396
2.085,0.087637,0.001409,-0.001409,0.000226,-0.000433
2.295,0.09233,0.00188,-0.00188,0.000278,-0.000545
2.475,0.100487,0.002646,-0.002646,0.000195,-0.000307
2.685,0.101097,0.003797,-0.003797,0.001633,-0.000768
3.045,0.108177,0.004434,-0.004434,0.000374,-0.000706

