#: table_doi: 10.17182/hepdata.71527.v2/t220
#: name: Table 216
#: description: No description provided.
#: data_file: Table216.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4925,0.017965,0.013023,-0.013023,0.004202,-0.004887
0.7055,0.042936,0.008646,-0.008646,0.001738,-0.001218
0.9055,0.066051,0.007852,-0.007852,0.001634,-0.001452
1.1055,0.095126,0.008359,-0.008359,0.002282,-0.002243
1.2955,0.117631,0.009819,-0.009819,0.003046,-0.002252
1.5045,0.149994,0.012296,-0.012296,0.002946,-0.003111
1.7055,0.170708,0.016157,-0.016157,0.006653,-0.006304
1.9055,0.186123,0.02193,-0.02193,0.005902,-0.006134
2.2455,0.220507,0.022144,-0.022144,0.007719,-0.007469

