#: table_doi: 10.17182/hepdata.71527.v2/t151
#: name: Table 147
#: description: No description provided.
#: data_file: Table147.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4925,0.009745,0.004821,-0.004821,0.001745,-0.001211
0.7055,0.021286,0.003032,-0.003032,0.001134,-0.00133
0.9045,0.042054,0.002547,-0.002547,0.000775,-0.00072
1.1055,0.059925,0.002537,-0.002537,0.000652,-0.00053
1.2955,0.080021,0.002793,-0.002793,0.000653,-0.00066
1.5055,0.098505,0.00327,-0.00327,0.000767,-0.001795
1.7045,0.114082,0.004055,-0.004055,0.001182,-0.001872
1.9055,0.129453,0.005207,-0.005207,0.001814,-0.001774
2.1045,0.14616,0.006918,-0.006918,0.002238,-0.002527
2.3045,0.163192,0.009427,-0.009427,0.002174,-0.001896
2.5715,0.170691,0.010607,-0.010607,0.004482,-0.003978
3.1085,0.17521,0.018967,-0.018967,0.00591,-0.005708

