#: table_doi: 10.17182/hepdata.71527.v2/t252
#: name: Table 248
#: description: No description provided.
#: data_file: Table248.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006515,0.008119,-0.008119,0.005885,-0.001941
0.495,0.024905,0.003569,-0.003569,0.000611,-0.000254
0.705,0.04333,0.003263,-0.003263,0.000621,-0.001304
0.885,0.064946,0.003642,-0.003642,0.002034,-0.004462
1.095,0.10943,0.004531,-0.004531,0.001673,-0.003377
1.275,0.132852,0.005958,-0.005958,0.002098,-0.004304
1.485,0.166042,0.00814,-0.00814,0.002149,-0.001013
1.665,0.177224,0.011687,-0.011687,0.002403,-0.004111
1.875,0.199777,0.014812,-0.014812,0.000918,-0.001697
2.145,0.241737,0.017049,-0.017049,0.001139,-0.00203
2.625,0.295131,0.03512,-0.03512,0.011576,-0.006701

