#: table_doi: 10.17182/hepdata.71527.v2/t158
#: name: Table 154
#: description: No description provided.
#: data_file: Table154.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.015942,0.000578,-0.000578,2e-06,-3e-06
0.495,0.032311,0.000372,-0.000372,1.4e-05,-8e-06
0.705,0.054159,0.000382,-0.000382,8e-06,-1.5e-05
0.885,0.072183,0.000457,-0.000457,2.6e-05,-1.3e-05
1.095,0.088491,0.000585,-0.000585,1.7e-05,-3.4e-05
1.275,0.101852,0.000778,-0.000778,7.4e-05,-3.7e-05
1.485,0.112669,0.001063,-0.001063,2e-05,-2.1e-05
1.695,0.121144,0.001473,-0.001473,7.1e-05,-8.9e-05
1.875,0.130436,0.002054,-0.002054,0.000344,-0.000327
2.085,0.136791,0.002953,-0.002953,0.001111,-0.000699
2.355,0.13644,0.003554,-0.003554,0.001776,-0.001591
2.805,0.148666,0.007364,-0.007364,0.001323,-0.001395
3.465,0.155278,0.014242,-0.014242,0.018917,-0.023173

