#: table_doi: 10.17182/hepdata.71527.v2/t54
#: name: Table 50
#: description: No description provided.
#: data_file: Table50.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.004651,0.003293,-0.003293,0.000284,-0.000293
0.5055,0.010484,0.001871,-0.001871,3.9e-05,-3.9e-05
0.7055,0.022499,0.001568,-0.001568,1.9e-05,-1.9e-05
0.9055,0.029138,0.00167,-0.00167,0.000177,-0.000182
1.1055,0.039004,0.002031,-0.002031,0.000873,-0.000902
1.2955,0.04728,0.002654,-0.002654,0.000214,-0.000206
1.5055,0.048571,0.003636,-0.003636,0.000634,-0.000664
1.7715,0.048625,0.004146,-0.004146,0.000465,-0.000441
2.2165,0.059271,0.007628,-0.007628,0.000777,-0.000726

