#: table_doi: 10.17182/hepdata.71527.v2/t281
#: name: Table 277
#: description: No description provided.
#: data_file: Table277.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.028908,0.000143,-0.000143,9.6e-05,-4.8e-05
0.495,0.05939,0.000177,-0.000177,1.3e-05,-2.4e-05
0.675,0.089548,0.000249,-0.000249,3e-06,-7e-06
0.885,0.116196,0.000359,-0.000359,2.2e-05,-3.6e-05
1.065,0.140427,0.00052,-0.00052,1.3e-05,-2.1e-05
1.275,0.159371,0.000745,-0.000745,8e-06,-1.6e-05
1.485,0.172953,0.001067,-0.001067,4.4e-05,-8.8e-05
1.665,0.185262,0.0015,-0.0015,0.000158,-0.000103
1.875,0.197665,0.002048,-0.002048,0.00027,-0.000273
2.085,0.205783,0.002749,-0.002749,0.000106,-0.000151
2.355,0.21454,0.002954,-0.002954,0.000633,-0.00059
2.835,0.225593,0.004815,-0.004815,0.000927,-0.001296

