#: table_doi: 10.17182/hepdata.71527.v2/t380
#: name: Table 376
#: description: No description provided.
#: data_file: Table376.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.020801,4.1e-05,-4.1e-05,0.000107,-5.4e-05
0.495,0.041395,4.9e-05,-4.9e-05,3.3e-05,-3.2e-05
0.675,0.061139,6.6e-05,-6.6e-05,1.1e-05,-5e-06
0.885,0.078394,9.4e-05,-9.4e-05,2.1e-05,-1.1e-05
1.065,0.093231,0.000133,-0.000133,8e-06,-4e-06
1.275,0.105414,0.000187,-0.000187,1.9e-05,-1.2e-05
1.485,0.115887,0.000266,-0.000266,5.7e-05,-3.6e-05
1.665,0.123129,0.000376,-0.000376,8.1e-05,-3.9e-05
1.875,0.129545,0.000516,-0.000516,0.000137,-0.000137
2.085,0.134079,0.000693,-0.000693,0.000116,-0.000126
2.295,0.136608,0.000919,-0.000919,0.000136,-0.000129
2.475,0.141293,0.001222,-0.001222,0.000214,-0.000303
2.685,0.145453,0.00162,-0.00162,0.000231,-0.000253
2.955,0.144127,0.001726,-0.001726,0.000202,-0.000208
3.345,0.147837,0.003034,-0.003034,0.000657,-0.00063

