#: table_doi: 10.17182/hepdata.71527.v2/t59
#: name: Table 55
#: description: No description provided.
#: data_file: Table55.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.007314,0.001371,-0.001371,9e-06,-1.8e-05
0.495,0.015813,0.000875,-0.000875,5.4e-05,-2.9e-05
0.705,0.024335,0.000893,-0.000893,6.2e-05,-4.8e-05
0.885,0.033472,0.00107,-0.00107,0.000168,-8.8e-05
1.095,0.040345,0.00137,-0.00137,5e-06,-4e-06
1.275,0.046098,0.001836,-0.001836,5.8e-05,-2.9e-05
1.485,0.05255,0.002546,-0.002546,0.000203,-0.000133
1.695,0.059217,0.003594,-0.003594,0.000203,-0.000249
1.965,0.061564,0.004292,-0.004292,0.000292,-0.000373
2.355,0.05406,0.009373,-0.009373,0.002065,-0.002193
2.805,0.080366,0.020077,-0.020077,0.006044,-0.005424
3.465,0.066792,0.035088,-0.035088,0.041939,-0.0444

